file,row_index,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
27.data,7,メタルグレイモン：アルタラウスモード,metalgreymon_alter,Metalgreymon:Alterous Mode,MetalGreymon: Alterous Mode,・Positron Blaster・Alter Blade・Giga Destroyer・Trident Arm・Giga Storm,Android,4,3,1,35,10,5,13,13
27.data,8,エクスティラノモン,ex-tyranomon,Ex-Tyranomon,ExTyrannomon,・Pretty Attack・Black Matter,Puppet,4,3,2,30,12,4,9,5
27.data,9,ヴァーミリモン,vermillimon,Vermillimon,Vermilimon,・Volcanic Strike S・Hard Tackle,Armored Dragon,4,2,3,35,10,5,21,0
27.data,10,マメティラモン,mametyramon,Mametyramon,Mametyramon,・Mame Bite 1000・Met Lariat,Mutant,4,2,1,30,8,6,30,4
27.data,11,メタルグレイモン（ウィルス種）,metalgreymon-web,Metalgreymon-Vi,MetalGreymon (Virus),・Giga Destroyer,Android,4,1,1,35,12,4,106,106
27.data,12,スカルグレイモン,skullgreymon,Skullgreymon,SkullGreymon,・Ground Zero・Oblivion Bird,Undead,4,1,3,30,16,4,106,106
27.data,13,ビクトリーグレイモン,victorygreymon,Victorygreymon,VictoryGreymon,・Dramon Breaker・Trident Gaia・Victory Charge,Dragon Man,5,3,1,50,12,7,12,17
27.data,14,ブラックウォーグレイモン,blackwargreymon,Blackwargreymon,BlackWarGreymon,・Dark Terra Force,Dragon Man,5,1,1,45,14,5,129,129
27.data,15,ガイオウモン,gaioumon,Gaioumon,Gaiomon,・Will-O'-Wisp Slash・Gaia Reactor・Phosphorus Fire Attack,Dragon Man,5,1,0,60,10,9,4,8
27.data,16,オメガモン ズワルト,omegamon_zwart,Omegamon_Zwart,Omnimon Zwart,・Supreme Cannon・Transcendent Sword,Holy Knight,5,3,2,60,14,7,12,2
28.data,0,プニモン,punimon,Punimon,Punimon,・Acid Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
28.data,1,ツノモン,tunomon,Tunomon,Tsunomon,・Acid Bubbles,Lesser,1,0,2,65535,65535,65535,65616,65616
28.data,2,ガブモン（黒）,gabumon_black,Gabumon_Black,Gabumon (Black),・Blue Blaster,Reptile,2,1,1,10,3,2,1,1
28.data,3,ガルルモン,garurumon,Garurumon,Garurumon,・Fox Fire,Beast,3,3,1,25,5,3,84,84
28.data,4,ドリモゲモン,drimogemon,Drimogemon,Drimogemon,・Drill Spin・Crusher Bone,Beast,3,2,4,20,5,2,112,112
28.data,5,ドルルモン,dorulumon,Dorulumon,Dorulumon,・Drill Buster・Drill Tornado・Drill Blader,Beast,3,1,2,20,4,3,14,12
28.data,6,ガルルモン（黒）,garurumon_black,Garurumon_Black,Garurumon (Black),・Fox Fire,Beast,3,1,1,25,5,3,5,1
28.data,7,ワーガルルモン：サジタリウスモード,waregarurumon_sagittarius,Waregarurumon:Sagittarius Mode,WereGarurumon: Sagittarius Mode,・Kaus Slugger・Alnas Shot・Wolf Claw,Beast Man,4,3,1,35,10,5,24,8
28.data,8,ケルベロモン,cerberumon,Cerberumon,Cerberusmon,・Inferno Gate・Mad Dog Fire,Dark Beast,4,3,0,30,12,4,29,0
28.data,9,ライノモン,rhinomon,Rhinomon,Rhinomon,・Ain Soph Aur・Atomic Burst,Mammal,7,4,2,35,16,4,10,4
28.data,10,パンダモン,pandamon,Pandamon,Pandamon,・Animal Nail,Puppet,4,2,3,30,12,5,15,8
28.data,11,ワーガルルモン（黒）,weregarurumon_black,Weregarurumon_Black,WereGarurumon (Black),・Wolf Claw,Beast Man,4,1,1,35,12,4,24,4
28.data,12,イェーガードルルモン,yaegerdorurumon,Yaegerdorurumon,JaegerDorulumon,・WeiB Spirale・Schwarz Nagel,Beast Man,5,1,2,30,14,5,12,18
28.data,13,ズィードガルルモン,zdgarurumon,Zdgarurumon,ZeedGarurumon,・Zeed Cannon・Fullmetal Blaze・Blowback Breath,Android,5,2,2,50,12,7,23,17
28.data,14,メタルガルルモン（黒）,metalgarurumon_black,Metalgarurumon_Black,MetalGarurumon (Black),・Freezing Breath・Garuru Tomahawk・Ice Wolf Claw,Android,5,1,1,45,14,5,5,9
28.data,15,メルクリモン,mercurymon,Mercurymon,Merukimon,・Thousand Fists・Spiritual Enchantment,Deity,5,1,0,60,12,8,19,5
28.data,16,オメガモン ズワルト,omegamon_zwart,Omegamon_Zwart,Omnimon Zwart,・Supreme Cannon・Transcendent Sword,Holy Knight,5,3,2,60,14,7,12,2
29.data,0,ボタモン,botamon,Botamon,Botamon,・Acid Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
29.data,1,コロモン,koromon,Koromon,Koromon,・Foam,Lesser,1,0,2,65535,65535,65535,65616,65616
29.data,2,アグモン,agumon,Agumon,Agumon,・Pepper Breath,Reptile,2,3,1,10,3,2,83,83
29.data,3,アグモン（黒）,agumon-black,Agumon-Black,Agumon (Black),・Pepper Breath,Reptile,2,1,1,10,3,2,0,0
29.data,4,グレイモン,greymon-first,Greymon,Greymon,・Mega Flame,Dinosaur,3,3,1,25,5,3,83,83
29.data,5,モノクロモン,monochromon,Monochromon,Monochromon,・Volcanic Strike,Armored Dragon,3,2,3,20,5,2,110,110
29.data,6,グレイモン（青）,greymon_blue,Greymon_Blue,Greymon (Blue),・Mega Flame,Dinosaur,3,1,1,25,5,3,4,0
29.data,7,ダークティラノモン,darktyranomon,Darktyranomon,DarkTyrannomon,・Fire Blast,Dinosaur,3,1,2,20,4,3,83,83
29.data,8,メタルグレイモン（ワクチン種）,metalgreymon-v,Metalgreymon-Va,MetalGreymon (Vaccine),・Trident Arm・Giga Destroyer・Giga Storm,Android,4,3,1,35,12,4,106,106
29.data,9,ヴァーミリモン,vermillimon,Vermillimon,Vermilimon,・Volcanic Strike S・Hard Tackle,Armored Dragon,4,2,3,35,10,5,21,0
29.data,10,スカルグレイモン,skullgreymon,Skullgreymon,SkullGreymon,・Ground Zero・Oblivion Bird,Undead,4,1,3,30,16,4,106,106
29.data,11,メタルグレイモン（ウィルス種）,metalgreymon-web,Metalgreymon-Vi,MetalGreymon (Virus),・Giga Destroyer,Android,4,1,1,35,12,4,106,106
29.data,12,ウォーグレイモン,wargreymon,Wargreymon,WarGreymon,・Terra Force・Great Tornado,Dragon Man,5,3,1,45,14,5,95,95
29.data,13,ビクトリーグレイモン,victorygreymon,Victorygreymon,VictoryGreymon,・Dramon Breaker・Trident Gaia・Victory Charge,Dragon Man,5,3,1,50,12,7,12,17
29.data,14,ブラックウォーグレイモン,blackwargreymon,Blackwargreymon,BlackWarGreymon,・Dark Terra Force,Dragon Man,5,1,1,45,14,5,129,129
29.data,15,オメガモン,omegamon,Omegamon,Omnimon,・Supreme Cannon・Transcendent Sword,Holy Knight,5,3,2,60,14,7,126,126
29.data,16,オメガモン ズワルト,omegamon_zwart,Omegamon_Zwart,Omnimon Zwart,・Supreme Cannon・Transcendent Sword,Holy Knight,5,3,2,60,14,7,12,2
30.data,0,プニモン,punimon,Punimon,Punimon,・Acid Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
30.data,1,ツノモン,tunomon,Tunomon,Tsunomon,・Acid Bubbles,Lesser,1,0,2,65535,65535,65535,65616,65616
30.data,2,ガブモン,gabumon,Gabumon,Gabumon,・Blue Blaster,Reptile,2,2,1,10,3,2,84,84
30.data,3,ガブモン（黒）,gabumon_black,Gabumon_Black,Gabumon (Black),・Blue Blaster,Reptile,2,1,1,10,3,2,1,1
30.data,4,ガルルモン,garurumon,Garurumon,Garurumon,・Fox Fire,Beast,3,3,1,25,5,3,84,84
30.data,5,ドリモゲモン,drimogemon,Drimogemon,Drimogemon,・Drill Spin・Crusher Bone,Beast,3,2,4,20,5,2,112,112
30.data,6,ドルルモン,dorulumon,Dorulumon,Dorulumon,・Drill Buster・Drill Tornado・Drill Blader,Beast,3,1,2,20,4,3,14,12
30.data,7,ガルルモン（黒）,garurumon_black,Garurumon_Black,Garurumon (Black),・Fox Fire,Beast,3,1,1,25,5,3,5,1
30.data,8,ワーガルルモン,weregarrumon,Weregarurumon,WereGarurumon,・Wolf Claw,Beast Man,4,3,1,35,12,4,114,114
30.data,9,パンダモン,pandamon,Pandamon,Pandamon,・Animal Nail,Puppet,4,2,3,30,12,5,15,8
30.data,10,イェーガードルルモン,yaegerdorurumon,Yaegerdorurumon,JaegerDorulumon,・WeiB Spirale・Schwarz Nagel,Beast Man,5,1,2,30,14,5,12,18
30.data,11,ワーガルルモン（黒）,weregarurumon_black,Weregarurumon_Black,WereGarurumon (Black),・Wolf Claw,Beast Man,4,1,1,35,12,4,24,4
30.data,12,メタルガルルモン,metalgarurumon,Metalgarurumon,MetalGarurumon,・Freezing Breath・Garuru Tomahawk・Ice Wolf Claw,Android,5,2,1,45,14,5,84,84
30.data,13,ズィードガルルモン,zdgarurumon,Zdgarurumon,ZeedGarurumon,・Zeed Cannon・Fullmetal Blaze・Blowback Breath,Android,5,2,2,50,12,7,23,17
30.data,14,メタルガルルモン（黒）,metalgarurumon_black,Metalgarurumon_Black,MetalGarurumon (Black),・Freezing Breath・Garuru Tomahawk・Ice Wolf Claw,Android,5,1,1,45,14,5,5,9
30.data,15,オメガモン,omegamon,Omegamon,Omnimon,・Supreme Cannon・Transcendent Sword,Holy Knight,5,3,2,60,14,7,126,126
30.data,16,オメガモン ズワルト,omegamon_zwart,Omegamon_Zwart,Omnimon Zwart,・Supreme Cannon・Transcendent Sword,Holy Knight,5,3,2,60,14,7,12,2
31.data,0,フウカシタメダル,mb_weathered medal,Weathered Medal,Weathered Medal,・Unknown,None,0,0,2,65535,65535,65535,65535,65535
31.data,1,メダル,mb_medal,Medal,Medal,・Unknown,None,1,0,2,65535,65535,65535,65535,65535
31.data,2,ティンペット,mb_tinpet,Tinpet,Tinpet,・Muscle Cable,None,2,0,2,10,3,2,15,14
31.data,3,グレイモン,greymon-first,Greymon,Greymon,・Mega Flame,Dinosaur,3,3,1,25,5,3,83,83
31.data,4,ガルルモン,garurumon,Garurumon,Garurumon,・Fox Fire,Beast,3,3,1,25,5,3,84,84
31.data,5,メタビー(未完成),mb_metabee_unfinished,Metabee(Unfinished),Metabee(Unfinished),・Meta Missile・Meta Revolver,None,3,0,0,20,6,2,23,18
31.data,6,ロクショウ（未完成）,mb_rokusho_unfinished,Rokusho(Unfinished),Rokusho(Unfinished),・Antenna・Chanbara Sword,None,3,0,3,20,6,2,12,8
31.data,7,グレイウォーズ,mb_greywars,GreyWars,GreyWars,・Kanzen Guard・Charge Claw・Gyakkyo,None,4,0,1,35,12,4,10,2
31.data,8,ガルルメタル,mb_garurumetal,GaruruMetal,GaruruMetal,・Hyper Missile・Freeze Shot・Missile・Weapon Master,None,4,0,2,35,12,4,1,1
31.data,9,メタビー,mb_metabee,Metabee,Metabee,・Meta Missile・Meta Revolver,None,4,0,0,30,10,3,23,18
31.data,10,ロクショウ,mb_rokusho,Rokusho,Rokusho,・Antenna・Chanbara Sword,None,4,0,3,30,10,3,12,8
31.data,11,オメガナイツ,mb_omegaknight,OmegaKnight,OmegaKnight,・Dominion・Hyper Beam・Beam Sword・Auto Charge,None,5,0,2,60,15,7,14,4
31.data,12,オメダモン,mb_omedamon,Omedamon,Omedamon,・Scissors Sword・Beetle Cannon,Holy Mechanical Warrior,5,0,0,50,14,6,12,8
32.data,0,レレモン,relemon,Relemon,Relemon,・Transformation,Slime,0,0,2,65535,65535,65535,65535,65535
32.data,1,ポコモン,pokomon,Pokomon,Viximon,・Killing Stone,Lesser,1,0,2,65535,65535,65535,65535,65535
32.data,2,レナモン,renamon,Renamon,Renamon,・Kohenkyo・Diamond Storm,Beast Man,2,2,1,10,3,2,25,12
32.data,3,キュウビモン,kyubimon,Kyubimon,Kyubimon,・Fox Tail Inferno・Dragon Wheel,Mysterious Beast,3,2,1,20,4,3,1,1
32.data,4,ヨウコモン,youkomon,Youkomon,Youkomon,・Blazing Spheres・Jaenryu,Mysterious Beast,3,2,3,20,4,3,4,0
32.data,5,アイスデビモン,icedevimon,Icedevimon,IceDevimon,・Frost Claw,Dark Angel,3,1,0,15,4,2,17,7
32.data,6,ランクスモン,lynxmon,Lynxmon,Lynxmon,・Thermal Mane,Beast,7,4,2,20,5,2,4,0
32.data,7,クンビラモン,kumbhiramon,Kumbhiramon,Kumbhiramon,・Krimisa,Holy Beast,4,3,3,35,14,3,10,2
32.data,8,ヴィカラーラモン,vikaralamon,Vikaralamon,Vikaralamon,・Sukara,Holy Beast,4,3,1,30,10,3,11,17
32.data,9,タオモン,taomon,Taomon,Taomon,・Talisman of Light,Wizard,4,2,1,35,8,5,33,18
32.data,10,ドウモン,doumon,Doumon,Doumon,・Exorcism Scrolls・Hidden Gate Divination,Wizard,4,2,3,30,9,4,33,16
32.data,11,チャツラモン,caturamon,Caturamon,Caturamon,・Swabhojana,Holy Beast,4,2,2,35,10,4,31,6
32.data,12,インダラモン,indaramon,Indaramon,Indramon,・Adhomukha,Holy Beast,4,1,3,30,9,4,15,14
32.data,13,サクヤモン,sakuyamon,Sakuyamon,Sakuyamon,・Izuna・Amethyst Mandala,Deity,5,2,1,50,14,8,10,2
32.data,14,パラサイモン,parasimon,Parasimon,Parasimon,・Electric Bind,Parasite,5,1,4,50,10,7,6,13
32.data,15,クズハモン：巫女モード,kuzuhamon_miko,Kuzuhamon_Miko,Kuzuhamon Maid Mode,・Illuminator・Taizoukai Mandala,Deity,5,2,3,60,10,8,11,3
32.data,16,サクヤモン（Ｘ抗体）,sakuyamon_x,Sakuyamon_X,Sakuyamon (X Antibody),・Amethyst Mandala・Konohanasenki Banshou・Uka no Mitama,Deity,5,2,2,60,14,8,33,5
33.data,0,ポポモン,popomon,Popomon,Popomon,・Hair Mist,Slime,0,0,2,65535,65535,65535,65535,65535
33.data,1,フリモン,frimon,Frimon,Frimon,・Tail Slap,Lesser,1,0,2,65535,65535,65535,65535,65535
33.data,2,レオルモン,liollmon,Liollmon,Liollmon,・Lio Claw・Critical Bite,Holy Beast,2,3,1,10,3,2,24,4
33.data,3,ガジモン,gazimon,Gazimon,Gazimon,・Electric Stun Blast,Mammal,2,1,3,10,3,2,114,114
33.data,4,レーベモン,louwemon,Louwemon,Loweemon,・Ewig Schlaf・Endlich Meteor,Warrior,8,6,2,25,5,3,14,2
33.data,5,ライアモン,liamon,Liamon,Liamon,・Thunder of the King・Critical Strike,Holy Beast,3,3,1,20,5,2,6,4
33.data,6,ダスクモン,duskmon,Duskmon,Duskmon,・Geist Abend・Eroberung,Wizard,8,6,0,20,4,3,12,8
33.data,7,マッドレオモン,madleomon,Madleomon,MadLeomon,・Beast Blaster・Poison Claw,Undead,3,1,3,15,4,2,20,5
33.data,8,ライヒモン,raihimon,Raihimon,Rhihimon,・Schwarz Lehrsatz・Rot Kreuz,Warrior,8,6,2,40,8,5,14,3
33.data,9,カイザーレオモン,kaiserleomon,Kaiserleomon,JagerLoweemon,・Schwarz Donner・Schwarz Konig,Android,8,6,2,35,9,4,11,3
33.data,10,ローダーレオモン,loaderleomon,Loaderliomon,LoaderLeomon,・Bowling Storm・Loader Morning Star,Machine,4,3,1,35,14,3,24,4
33.data,11,ベルグモン,velgrmon,Velgrmon,Velgrmon,・Zone Deleter・Master of Darkness,Giant Bird,8,6,1,30,7,4,33,21
33.data,12,スカルサタモン,skullsatamon,Skullsatamon,SkullSatamon,・Nail Bone,Undead,4,1,3,30,7,4,129,129
33.data,13,ルーチェモン：フォールダウンモード,rucemonfalldownmode,Rucemon:Falldownmode,Lucemon: Chaos Mode,・Paradise Lost・Dead or Alive,Evil King,4,1,0,70,14,9,10,16
33.data,14,デスモン,deathmon,Deathmon,Ghoulmon,・Death Arrow・Explosion Eye,Evil King,5,2,1,50,12,7,14,16
33.data,15,ディノタイガモン,dinotigermon,Dinotigermon,Dinotigermon,・Ground Fang・Highland Fang,Ancient Beast,5,2,3,45,12,6,29,5
33.data,16,エンシェントスフィンクモン,ancientsphinkmon,Ancientsphinkmon,AncientSphinxmon,・Dark Blast・Necro Eclipse,Ancient Mythical Beast,5,1,3,70,12,8,11,16
34.data,0,サクモン,sakumon,Sakumon,Sakumon,・Sakkuri,Weapon,0,0,2,65535,65535,65535,65535,65535
34.data,1,サクットモン,sakuttomon,Sakuttomon,Sakuttomon,・Sakusaku,Weapon,1,0,2,65535,65535,65535,65535,65535
34.data,2,ズバモン,zubamon,Zubamon,Zubamon,・Twenty Dive,Weapon,2,3,1,10,3,2,12,8
34.data,3,リュウダモン,ryudamon,Ryudamon,Ryudamon,・Kabutogaeshi・Iai Blade,Beast,2,3,2,10,3,2,14,8
34.data,4,ズバイガーモン,zubaeagermon,Zubaeagermon,ZubaEagermon,・Road T(w)o Decade・Vantheon,Weapon,3,3,1,25,5,3,12,4
34.data,5,ギンリュウモン,ginryumon,Ginryumon,Ginryumon,・Boujinha・Metal Armor Blade,Beast Dragon,3,3,2,20,4,3,14,18
34.data,6,ムシャモン,musyamon,Musyamon,Musyamon,・Kirisute Gomen,Wizard,3,1,3,20,4,3,138,138
34.data,7,ドクグモン,dokugumon,Dokugumon,Dokugumon,・Venom Blast,Insectoid,3,1,0,20,5,2,87,87
34.data,8,デュラモン,duramon,Duramon,Duramon,・Glass Slash・Blinded,Weapon,4,3,1,35,9,4,12,2
34.data,9,ヒシャリュウモン,hisyaryumon,Hisyaryumon,Hisyaryumon,・Legendary Dragon Blade・Juouguruma,Beast Dragon,4,3,2,35,8,5,12,18
34.data,10,アシュラモン,asuramon,Asuramon,Asuramon,・Fire Fist of Shiva,Wizard,4,3,0,35,7,5,16,14
34.data,11,ギュウキモン,gyukimon,Gyukimon,Gyuukimon,・Yatsuka Senbaku・Majin Byoutan・Senho Tsuchigumo,Dark Beast,4,1,2,30,9,4,13,9
34.data,12,オボロモン,oboromon,Oboromon,Oboromon,・Chiyorozu-no-Tachi・Rashomon・Yugen,Undead,4,1,3,30,6,6,12,1
34.data,13,デュランダモン,durandamon,Durandamon,Durandamon,・Zwei Glanze・Thron Messer,Holy Sword,5,3,1,50,10,8,12,8
34.data,14,オウリュウモン,ouryumon,Ouryumon,Ouryumon,・Eiseiryuojin・Golden Armor,Beast Dragon,5,3,2,50,12,7,12,4
34.data,15,ザンバモン,zanbamon,Zanbamon,Zanbamon,・Vorpal Blade・Mystic Flame,Wizard,5,1,3,45,10,8,12,8
34.data,16,ラグナロードモン,ragnaloardmon,Ragnaloardmon,RagnaLoardmon,・Direct Smasher・Ignition Prominence・Duel Edge-Flowsion,Unique,5,1,1,60,14,9,12,0
35.data,0,コツコモン,cotsucomon,Cotsucomon,Cotsucomon,・Knock,Armor,0,0,2,65535,65535,65535,65535,65535
35.data,1,カッキンモン,kakkinmon,Kakkinmon,Kakkinmon,・Clang-Clang,Armor,1,0,2,65535,65535,65535,65535,65535
35.data,2,ルドモン,ludomon,Ludomon,Ludomon,・Wall Rake,Armor,2,2,3,10,3,2,10,4
35.data,3,エスピモン,espimon,Espimon,Espimon,・Mot Bomb・Divanish,Android,2,1,1,10,3,2,32,2
35.data,4,ティアルドモン,tialudomon,Tialudomon,TiaLudomon,・Frisbicker・Assault Claw,Armor,3,2,3,25,5,3,24,4
35.data,5,ホバーエスピモン,hoverespimon,Hoverespimon,HoverEspimon,・Stamper Missile・Chest Cannon・Dronger・Divanish,Android,3,1,1,20,4,3,23,9
35.data,6,レッパモン,reppamon,Reppamon,Reppamon,・Rolling Tackle・Lion Claw・Razor Wind,Holy Beast,3,3,2,20,4,3,12,8
35.data,7,ブラックテイルモン Uver.,blacktailmon_uver,Blacktailmon Uver.,BlackGatomon Uver.,・Lightning Paw・Bag Tag,Dark Beast,3,1,2,20,5,2,19,4
35.data,8,ライジルドモン,raijiludomon,Raijiludomon,RaijiLudomon,・Lightning Buster・Rocket Messer,Armor,4,2,3,35,9,4,10,13
35.data,9,デジタマモン,digitamamon,Digitamamon,Digitamamon,・Enigma・Nightmare Syndrome,Perfect,4,2,4,25,9,4,86,86
35.data,10,ピッコロモン,picklemon,Picklemon,Piximon,・Pit Bomb,Pixie,4,2,2,30,6,5,96,96
35.data,11,レアレアモン,rareraremon,Rareraremon,RareRaremon,・Digestion・Decayson,Undead,4,1,4,30,10,3,30,11
35.data,12,マンティコアモン,manticoremon,Manticoremon,Manticoremon,・Trinity Gospel・Acid Injection,Dark Beast,4,1,0,35,8,4,26,3
35.data,13,ブリウエルドラモン,bryweludramon,Bryweludramon,BryweLudramon,・Crimson Storm・Blast Smash,Armor,5,2,3,50,15,6,4,0
35.data,14,デスモン（黒）,deathmon-black,Deathmon-Black,Ghoulmon (Black),・Death Arrow・Explosion Eye,Evil King,5,2,1,50,12,7,14,16
35.data,15,デビタマモン,devitamamon,Devitamamon,Devitamamon,・Black Death Cloud,Mutant,5,2,4,45,10,8,29,5
35.data,16,ラグナロードモン,ragnaloardmon,Ragnaloardmon,RagnaLoardmon,・Direct Smasher・Ignition Prominence・Duel Edge-Flowsion,Unique,5,1,1,60,14,9,12,0
36.data,0,ボタモン,botamon,Botamon,Botamon,・Acid Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
36.data,1,ワニャモン,wanyamon,Wanyamon,Wanyamon,・Smile Fang,Lesser,1,0,2,65535,65535,65535,65535,65535
36.data,2,ストラビモン,storabimon,Storabimon,Strabimon,・Licht Nagel,Beast Man,8,6,1,10,3,2,24,4
36.data,3,ギザモン,gizamon,Gizamon,Gizamon,・Spiral Edge,Sea Animal,2,1,3,10,3,2,90,90
36.data,4,ヴォルフモン,wolfmon,Wolfmon,Lobomon,・Licht Sieger・Zwei Sieger,Warrior,8,6,1,25,5,3,12,8
36.data,5,ドーベルモン,dobermon,Dobermon,Dobermon,・Grau Larm・Schwarz Strahl,Dark Beast,3,3,2,20,5,2,31,3
36.data,6,ラーナモン,ranamon,Ranamon,Lanamon,・Rain Stream・Jealousy Rain,Pixie,8,6,2,20,4,3,3,10
36.data,7,エビドラモン,ebidramon,Ebidramon,Ebidramon,・Twin Neptune,Aquatic,3,2,3,15,4,2,90,90
36.data,8,ベオウルフモン,beowolfmon,Beowolfmon,Beowolfmon,・Licht Angriff・Zweihander,Warrior,8,6,1,40,9,4,12,9
36.data,9,ガルムモン,garummon,Garummon,KendoGarurumon,・Speed Star・Solar Laser,Android,8,6,2,35,8,5,10,4
36.data,10,カルマーラモン,calamaramon,Calamaramon,Calmaramon,・Nero Corso・Titanic Charge,Aquatic,8,6,2,30,7,4,26,4
36.data,11,セイレーンモン,sirenmon,Sirenmon,Sirenmon,・Symphony No. 1・Symphony No. 2・Symphony No. 3,Deity,4,2,2,35,9,4,38,10
36.data,12,スプラッシュモン,splashmon,Splashmon,Splashmon,・Poisonous Force・Hydro Blaster・Bubble Head・Tiger Typhoon (True Form),Aquatic Beast Man,5,1,1,30,7,4,8,10
36.data,13,マグナガルルモン,magnagarurumon,Magnagarurumon,MagnaGarurumon,・Machinegun Destroyer・Starlight Velocity,Android,8,6,1,50,10,8,13,2
36.data,14,エンシェントガルルモン,ancientgarurumon,Ancientgarurumon,AncientGarurumon,・Sharp Claymore・Absolute Zero,Ancient Beast,5,2,2,50,14,7,12,1
36.data,15,エンシェントマーメイモン,ancientmermaimon,Ancientmermaimon,AncientMermaimon,・Great Maelstrom・Crystal Billow,Ancient Aquatic Beast Man,5,2,0,55,15,6,8,18
36.data,16,スサノオモン,susanoomon,Susanoomon,Susanomon,・Ama no Habakiri・Yakusa no Ikazuchi,Deity,5,3,0,65,12,12,12,18
37.data,0,チョロモン,choromon,Choromon,Choromon,・Jamming Powder,Machine,0,0,2,65535,65535,65535,65535,65535
37.data,1,カプリモン,capromon,Capromon,Kapurimon,・Howling Hertz,Lesser,1,0,2,65535,65535,65535,65535,65535
37.data,2,コカブテリモン,kokabuterimon,Kokabuterimon,KoKabuterimon,・Scoop Smash・Beetle Lariat,Insectoid,2,1,1,10,3,2,14,4
37.data,3,コクワモン,kokuwamon,Kokuwamon,Kokuwamon,・Mini Scissor Claw,Machine,2,2,3,10,3,2,30,13
37.data,4,ブリッツモン,blitzmon,Blitzmon,Beetlemon,・Thor's Hammer・Mjolnir Thunder,Android,8,6,1,25,5,3,6,14
37.data,5,サンダーボールモン,thunderballmon,Thunderballmon,Thundermon,・Thunder Ball,Mutant,3,2,2,15,4,2,92,92
37.data,6,メルキューレモン,mercuremon,Mercuremon,Mercurymon,・Generous Mirror・Offset Reflector,Mutant,8,6,3,20,4,3,11,3
37.data,7,ブレイドクワガーモン,bladekuwagamon,Bladekuwagamon,BladeKuwagamon,・Spark Blade・Air Knife,Machine,3,1,1,20,5,2,12,8
37.data,8,ライノカブテリモン,rhinokabuterimon,Rhinokabuterimon,RhinoKabuterimon,・Condenser Storm・Thunder Laser,Insectoid,8,6,1,40,8,5,2,13
37.data,9,ボルグモン,bolgmon,Bolgmon,MetalKabuterimon,・Ultimate Thunder・Field Destroyer,Android,8,6,2,35,9,4,6,2
37.data,10,セフィロトモン,sephirothmon,Sephirothmon,Sephirothmon,・Rumble Blend Number (1-10),Mutant,8,6,3,35,9,4,11,3
37.data,11,メタリフェクワガーモン,metallifekuwagamon,Metallifekuwagamon,MetallifeKuwagamon,・Homing Laser・Blade Emission,Insectoid,4,1,1,30,7,4,10,8
37.data,12,ワイズモン,wisemon,Wisemon,Wisemon,・Pandora Dialogue・Eternal Nirvana,Wizard,4,1,3,30,7,4,11,16
37.data,13,エンシェントビートモン,ancientbeatmon,Ancientbeatmon,AncientBeetlemon,・Calamity Thunder・Tera Blaster,Ancient Insectoid,5,3,1,50,14,6,6,13
37.data,14,グランディスクワガーモン,grandiskuwagamon,Grandiskuwagamon,GrandisKuwagamon,・Gran Killer・Grandis Scissor,Insectoid,5,1,0,45,12,8,30,4
37.data,15,エンシェントワイズモン,ancientwisetmon,Ancientwisetmon,AncientWisemon,・Laplace's Demon・Elder Sign,Ancient Mutant,5,1,3,50,10,8,29,5
37.data,16,ムルムクスモン,murmukusmon,Murmukusmon,Murmukusmon,・Gehenna Flame,Evil King,5,1,2,50,14,7,4,0
124.data,0,ボタモン,botamon,Botamon,Botamon,・Acid Bubbles,Slime,0,0,0,65535,65535,65535,65535,65535
124.data,1,コロモン,koromon,Koromon,Koromon,・Foam,Lesser,1,0,0,65535,65535,65535,65616,65616
124.data,2,アグモン,agumon,Agumon,Agumon,・Pepper Breath,Reptile,2,3,1,3900,3200,1050,83,83
124.data,3,ベタモン,betamon,Betamon,Betamon,・Electric Shock,Amphibian,2,1,3,3900,3000,900,41,24
124.data,4,グレイモン,greymon-first,Greymon,Greymon,・Mega Flame,Dinosaur,3,3,1,5100,3500,1300,83,83
124.data,5,エアドラモン,airdramon,Airdramon,Airdramon,・Spinning Needle,Mythical Beast,3,3,1,5500,3600,1160,116,116
124.data,6,ティラノモン,tyranomon,Tyranomon,Tyrannomon,・Fire Breath,Dinosaur,3,2,2,4400,3700,1350,107,107
124.data,7,シードラモン,seadramon,Seadramon,Seadramon,・Ice Blast,Aquatic,3,2,2,4700,4000,1260,117,117
124.data,8,メラモン,meramon,Meramon,Meramon,・Burning Fist,Fire,3,2,2,5000,3600,1260,93,93
124.data,9,デビモン,devimon,Devimon,Devimon,・Death Claw,Dark Angel,3,1,3,5200,3200,1300,119,119
124.data,10,ヌメモン,numemon,Numemon,Numemon,・Poop Toss,Mollusk,3,1,4,4700,3400,1160,94,94
124.data,11,メタルグレイモン（ウィルス種）,metalgreymon-web,Metalgreymon-Vi,MetalGreymon (Virus),・Giga Destroyer,Android,4,1,3,5400,5100,1500,106,106
124.data,12,マメモン,mamemon,Mamemon,Mamemon,・Smiley Bomb,Mutant,4,2,2,5500,4400,1540,102,102
124.data,13,もんざえモン,monzaemon,Monzaemon,Monzaemon,・Hearts Attack,Puppet,4,3,1,5700,4500,1510,118,118
